observed_docking_score,averaged_predicted_docking_score,belongs_to_lowest_10_percent
-6.192,-5.725997673732039,0
-6.568,-5.937074061804262,0
-6.823,-5.876012201546451,0
-4.266,-5.943621975750517,0
-7.35,-5.818992330033029,0
-3.937,-5.907101689324996,0
-3.138,-5.472264503914777,0
-6.136,-5.857861404168529,0
-4.873,-6.031962464678945,0
-6.126,-6.03502553528518,0
-4.786,-5.79080278118612,0
-6.452,-5.961963408576816,0
-5.827,-6.01298852057112,0
-4.302,-5.3612529320128255,0
-6.89,-5.931543565853931,0
-4.646,-5.822428607773196,0
-6.136,-5.958181560270665,0
-8.197,-5.982419261433625,1
-4.415,-5.938868452620339,0
-6.351,-6.1609520849884225,0
-6.782,-5.536638883016062,0
-6.005,-5.971151060388091,0
-5.956,-5.549625256007374,0
-6.334,-5.872773884254423,0
-8.838,-5.899363310361315,1
-6.624,-5.860245935530269,0
-4.706,-5.859406878731587,0
-1.927,-5.871417005107059,0
